,event_id,index,period_id,timestamp,minute,second,possession,obv_for_after,obv_for_before,obv_for_net,obv_against_after,obv_against_before,obv_against_net,obv_total_net,duration,related_events,player,position,location,pass,carry,under_pressure,ball_receipt,counterpress,duel,miscontrol,dribble,interception,shot,goalkeeper,off_camera,clearance,out,ball_recovery,foul_won,50_50,injury_stoppage,foul_committed,substitution,bad_behaviour,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,tactics,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,miscontrol_aerial_won,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,pass_switch,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,dribble_nutmeg,ball_recovery_recovery_failure,pass_cross,pass_xclaim,clearance_left_foot,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_statsbomb_xg2,shot_key_pass_id,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_shot_assist,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,duel_outcome_id,duel_outcome_name,foul_won_defensive,clearance_right_foot,pass_straight,shot_one_on_one,50_50_outcome_id,50_50_outcome_name,injury_stoppage_in_chain,dribble_no_touch,clearance_aerial_won,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_miscommunication,pass_cut_back,dribble_overrun,pass_outswinging,freeze_frame_360,visible_area_360,extra,game_id
0,5ab3a8e3-e6e1-4a94-b057-57b2301abac5,1,1,1681344000000,0,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Starting XI,746,Manchester City WFC,1,Regular Play,746,Manchester City WFC,433.0,"[{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 221888, 'name': 'Kerstin Yasmijn Casparij'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 32210, 'name': 'Laia Aleixandri López'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 25632, 'name': 'Yui Hasegawa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 25554, 'name': 'Khadija Monifa Shaw'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1,15347fb5-bd07-47c7-9331-b5d0d6901847,2,1,1681344000000,0,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Starting XI,746,Manchester City WFC,1,Regular Play,968,Arsenal WFC,343.0,"[{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 131570, 'name': 'Rafaelle Leone Carvalho Souza'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 63788, 'name': 'Victoria Pelova'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
2,7b3793be-f0aa-40b5-aedf-e2ec45e43069,3,1,1681344000000,0,0,1,,,,,,,,0.0,['b3f6b437-6189-49a7-84b3-06992c851d5d'],,,,,,,,,,,,,,,,,,,,,,,,,18,Half Start,746,Manchester City WFC,1,Regular Play,746,Manchester City WFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
3,b3f6b437-6189-49a7-84b3-06992c851d5d,4,1,1681344000000,0,0,1,,,,,,,,0.0,['7b3793be-f0aa-40b5-aedf-e2ec45e43069'],,,,,,,,,,,,,,,,,,,,,,,,,18,Half Start,746,Manchester City WFC,1,Regular Play,968,Arsenal WFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
4,edbc9819-3d24-4c37-adc0-06949261903b,5,1,1681344000280,0,0,2,0.015265243,0.007439294,0.007825949,0.00996913,0.008581229,0.0013879016,0.0064380476,1.012141,['d951ed07-53b6-412b-9e50-5317a66a7396'],,,"[60.0, 40.0]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,25554.0,Khadija Monifa Shaw,23.0,Center Forward,25632.0,Yui Hasegawa,16.03278,-2.9087162,1.0,Ground Pass,"[44.4, 36.3]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
5,d951ed07-53b6-412b-9e50-5317a66a7396,6,1,1681344001292,0,1,2,,,,,,,,,['edbc9819-3d24-4c37-adc0-06949261903b'],,,"[44.4, 36.3]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,25632.0,Yui Hasegawa,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
6,ce398ea2-769b-43d0-8911-a71d6ad7ce82,7,1,1681344001292,0,1,2,0.015398634,0.015265243,0.0001333905,0.009945673,0.00996913,-2.34572e-05,0.0001568478,1.177484,"['9fdba1c7-4244-43fd-b0fc-b6f944407c1f', 'd951ed07-53b6-412b-9e50-5317a66a7396']",,,"[44.4, 36.3]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,25632.0,Yui Hasegawa,10.0,Center Defensive Midfield,,,,,,,,,,,,"[45.8, 36.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
7,9fdba1c7-4244-43fd-b0fc-b6f944407c1f,8,1,1681344002470,0,2,2,0.013102427,0.015398634,-0.0022962065,0.011074343,0.009945673,0.0011286698,-0.0034248764,1.349634,['bc80bce1-2601-4654-aeb2-97dc87c2fee2'],,,"[45.8, 36.1]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,25632.0,Yui Hasegawa,10.0,Center Defensive Midfield,10185.0,Stephanie Houghton,24.342966,2.1986866,1.0,Ground Pass,"[31.5, 55.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
8,bc80bce1-2601-4654-aeb2-97dc87c2fee2,9,1,1681344003819,0,3,2,,,,,,,,,['9fdba1c7-4244-43fd-b0fc-b6f944407c1f'],,,"[31.5, 55.8]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
9,389e5373-3b6c-4e80-9ac7-93af4f9166b2,10,1,1681344003819,0,3,2,0.013102427,0.013102427,0.0,0.011074343,0.011074343,0.0,0.0,1.336042,"['5d28c41f-657c-4b5d-8c7d-6975ae7071eb', 'bc80bce1-2601-4654-aeb2-97dc87c2fee2']",,,"[31.5, 55.8]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,,,,,,,,,,,,"[31.5, 55.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
10,5d28c41f-657c-4b5d-8c7d-6975ae7071eb,11,1,1681344005155,0,5,2,0.013918797,0.013102427,0.0008163694,0.01171267,0.011074343,0.0006383276,0.0001780419,1.339383,['0d0262f2-9968-4253-b928-bb389a1370f0'],,,"[31.5, 55.8]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,10252.0,Alex Greenwood,19.525623,-1.6220335,1.0,Ground Pass,"[30.5, 36.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
11,0d0262f2-9968-4253-b928-bb389a1370f0,12,1,1681344006495,0,6,2,,,,,,,,,['5d28c41f-657c-4b5d-8c7d-6975ae7071eb'],,,"[30.5, 36.3]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10252.0,Alex Greenwood,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
12,d5421e9c-8f0d-4099-9b15-46329b9f10ab,13,1,1681344006495,0,6,2,0.013731261,0.013918797,-0.0001875358,0.011849927,0.01171267,0.0001372565,-0.0003247922,1.099987,"['0d0262f2-9968-4253-b928-bb389a1370f0', '2a444255-40e1-4690-8780-47996c0a61ef']",,,"[30.5, 36.3]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10252.0,Alex Greenwood,5.0,Left Center Back,,,,,,,,,,,,"[30.3, 32.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
13,2a444255-40e1-4690-8780-47996c0a61ef,14,1,1681344007595,0,7,2,0.01365875,0.013731261,-7.25109e-05,0.012089673,0.011849927,0.0002397466,-0.0003122576,0.71228,['61e16933-1e5e-4bb3-b6fd-d920c166744e'],,,"[30.3, 32.1]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10252.0,Alex Greenwood,5.0,Left Center Back,19416.0,Laura Coombs,15.110923,-0.23374318,1.0,Ground Pass,"[45.0, 28.6]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
14,c5cfd071-adc7-455f-a7a9-ed7b7a9da9e4,15,1,1681344007979,0,7,2,,,,,,,,0.349641,"['08056323-acf6-4d82-af5c-e209db8fed3b', '61e16933-1e5e-4bb3-b6fd-d920c166744e']",,,"[75.7, 54.1]",,,,,,,,,,,,,,,,,,,,,,17,Pressure,746,Manchester City WFC,9,From Kick Off,968,Arsenal WFC,,,,63788.0,Victoria Pelova,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
15,61e16933-1e5e-4bb3-b6fd-d920c166744e,16,1,1681344008307,0,8,2,,,,,,,,,"['2a444255-40e1-4690-8780-47996c0a61ef', 'c5cfd071-adc7-455f-a7a9-ed7b7a9da9e4']",,,"[45.0, 28.6]",,,1.0,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,19416.0,Laura Coombs,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
16,08056323-acf6-4d82-af5c-e209db8fed3b,17,1,1681344008307,0,8,2,0.015369628,0.01365875,0.0017108778,0.010401578,0.012089673,-0.0016880957,0.0033989735,0.063432,"['21ad8587-e793-4905-ba99-3eb17330dd86', '61e16933-1e5e-4bb3-b6fd-d920c166744e', 'c5cfd071-adc7-455f-a7a9-ed7b7a9da9e4']",,,"[45.0, 28.6]",,,1.0,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,19416.0,Laura Coombs,15.0,Left Center Midfield,,,,,,,,,,,,"[44.2, 28.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
17,21ad8587-e793-4905-ba99-3eb17330dd86,18,1,1681344008371,0,8,2,0.013032696,0.015369628,-0.0023369314,0.010822527,0.010401578,0.0004209494,-0.0027578808,1.524252,['e28f7be2-23d6-4698-8b5a-53e934acdc29'],,,"[44.2, 28.4]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,19416.0,Laura Coombs,15.0,Left Center Midfield,10252.0,Alex Greenwood,12.491998,-2.8324997,1.0,Ground Pass,"[32.3, 24.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
18,e28f7be2-23d6-4698-8b5a-53e934acdc29,19,1,1681344009895,0,9,2,,,,,,,,,['21ad8587-e793-4905-ba99-3eb17330dd86'],,,"[32.3, 24.6]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10252.0,Alex Greenwood,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
19,ffc880ce-c99e-46a9-8078-3d0e4bad6496,20,1,1681344009895,0,9,2,0.013032696,0.013032696,0.0,0.010822527,0.010822527,0.0,0.0,0.873919,"['2501232f-06e7-4981-81af-ae76f925a102', 'e28f7be2-23d6-4698-8b5a-53e934acdc29']",,,"[32.3, 24.6]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10252.0,Alex Greenwood,5.0,Left Center Back,,,,,,,,,,,,"[32.3, 24.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
20,2501232f-06e7-4981-81af-ae76f925a102,21,1,1681344010769,0,10,2,0.012620694,0.013032696,-0.0004120022,0.01115942,0.010822527,0.0003368929,-0.0007488951,1.661833,['8d123f2f-8fbf-4a0a-a25c-12e7258cb998'],,,"[32.3, 24.6]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10252.0,Alex Greenwood,5.0,Left Center Back,32210.0,Laia Aleixandri López,20.22004,-0.9292734,1.0,Ground Pass,"[44.4, 8.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
21,8d123f2f-8fbf-4a0a-a25c-12e7258cb998,22,1,1681344012431,0,12,2,,,,,,,,,['2501232f-06e7-4981-81af-ae76f925a102'],,,"[44.4, 8.4]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,32210.0,Laia Aleixandri López,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
22,a1c23871-978b-4a0f-a85a-a77dcca8f2b4,23,1,1681344012431,0,12,2,0.01226105,0.012620694,-0.0003596442,0.010625914,0.01115942,-0.0005335063,0.0001738621,1.052461,"['02617198-fe3d-4da1-816d-941e46281a73', '8d123f2f-8fbf-4a0a-a25c-12e7258cb998']",,,"[44.4, 8.4]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,32210.0,Laia Aleixandri López,6.0,Left Back,,,,,,,,,,,,"[44.8, 7.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
23,02617198-fe3d-4da1-816d-941e46281a73,24,1,1681344013483,0,13,2,0.012446042,0.01226105,0.0001849923,0.012348586,0.010625914,0.001722672,-0.0015376797,0.936335,['20788550-2009-49fe-ab78-f64763c91d74'],,,"[44.8, 7.4]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,32210.0,Laia Aleixandri López,6.0,Left Back,19416.0,Laura Coombs,10.198039,1.7681919,1.0,Ground Pass,"[42.8, 17.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
24,20788550-2009-49fe-ab78-f64763c91d74,25,1,1681344014419,0,14,2,,,,,,,,,['02617198-fe3d-4da1-816d-941e46281a73'],,,"[42.8, 17.4]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,19416.0,Laura Coombs,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
25,41827f79-7b3d-41f3-8ceb-81aea36cad1e,26,1,1681344014419,0,14,2,0.014385898,0.012446042,0.0019398555,0.01106718,0.012348586,-0.0012814058,0.0032212613,0.952516,"['20788550-2009-49fe-ab78-f64763c91d74', 'c57a1294-5d54-426e-a35b-2ff7188c95ed', 'eb7aa35f-b5d6-428a-93c6-d4cd8484ecbc']",,,"[42.8, 17.4]",,,1.0,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,19416.0,Laura Coombs,15.0,Left Center Midfield,,,,,,,,,,,,"[40.4, 22.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
26,c57a1294-5d54-426e-a35b-2ff7188c95ed,27,1,1681344014721,0,14,2,,,,,,,,0.637397,['41827f79-7b3d-41f3-8ceb-81aea36cad1e'],,,"[77.3, 61.7]",,,,,,,,,,,,,,,,,,,,,,17,Pressure,746,Manchester City WFC,9,From Kick Off,968,Arsenal WFC,,,,15616.0,Kim Little,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
27,eb7aa35f-b5d6-428a-93c6-d4cd8484ecbc,28,1,1681344015372,0,15,2,0.013840427,0.014385898,-0.000545471,0.010620938,0.01106718,-0.0004462423,-9.92287e-05,2.689222,['7fcaa846-9738-420f-967d-414a9d8971b2'],,,"[40.4, 22.2]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,19416.0,Laura Coombs,15.0,Left Center Midfield,221888.0,Kerstin Yasmijn Casparij,33.405537,1.6817842,1.0,Ground Pass,"[36.7, 55.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
28,7fcaa846-9738-420f-967d-414a9d8971b2,29,1,1681344018061,0,18,2,,,,,,,,,['eb7aa35f-b5d6-428a-93c6-d4cd8484ecbc'],,,"[36.7, 55.4]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,221888.0,Kerstin Yasmijn Casparij,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
29,2d28fdd2-69e9-44b5-ae08-385bfd107169,30,1,1681344018061,0,18,2,0.013403318,0.013840427,-0.0004371088,0.01054099,0.010620938,-7.99475e-05,-0.0003571613,1.806426,"['7fcaa846-9738-420f-967d-414a9d8971b2', 'e11e8552-1460-416c-b397-cf43646ea604']",,,"[36.7, 55.4]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,221888.0,Kerstin Yasmijn Casparij,2.0,Right Back,,,,,,,,,,,,"[37.3, 60.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
30,e11e8552-1460-416c-b397-cf43646ea604,31,1,1681344019867,0,19,2,0.010964458,0.013403318,-0.00243886,0.012429801,0.01054099,0.0018888107,-0.0043276707,1.795706,['8d5cffea-af7d-41f6-96be-07f092bd884b'],,,"[37.3, 60.4]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,221888.0,Kerstin Yasmijn Casparij,2.0,Right Back,10185.0,Stephanie Houghton,16.009996,-2.9147937,1.0,Ground Pass,"[21.7, 56.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
31,8d5cffea-af7d-41f6-96be-07f092bd884b,32,1,1681344021663,0,21,2,,,,,,,,,['e11e8552-1460-416c-b397-cf43646ea604'],,,"[21.7, 56.8]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
32,ae7f035a-a0c9-47e1-bf09-e22486cd5d65,33,1,1681344021663,0,21,2,0.010964458,0.010964458,0.0,0.012429801,0.012429801,0.0,0.0,1.483571,"['8d5cffea-af7d-41f6-96be-07f092bd884b', 'cd0250e0-3d6e-440d-991c-0033e64dc46f']",,,"[21.7, 56.8]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,,,,,,,,,,,,"[21.7, 56.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
